rowno,ptno,ptnm,addr,orgnm,wmyr,wmod,wmwk,wmdep,londgr,lonmin,lonsec,latdgr,latmin,latsec,wmcymd,itemlvl,itemamnt,itemtemp,itemph,itemdoc,itembod,itemcod,itemss,itemtcoli,itemtn,itemtp,itemcd,itemcn,itempb,itemcr6,itemas,itemhg,itemcu,itemabs,itempcb,itemop,itemmn,itemtrans,itemcloa,itemcl,itemzn,itemcr,itemfe,itemphenol,itemnhex,itemec,itemtce,itempce,itemno3n,itemnh3n,itemecoli,itempop,itemdtn,itemdtp,itemfl,itemcol,itemccl4,itemdceth,itemdcm,itembenzene,itemchcl3,itemtoc,itemdehp,itemantimon,itemdiox,itemhcho,itemhcb,itemni,itemba,itemse,createdate
495,1019A43,나진포천,경기도 김포시 감정동(나진포1교),한강유역환경청,2019,01,2회차,,126.00,41.00,12.00,37.00,37.00,14.00,2019.01.28,1.1700,0.1420,4.4000,8.3000,11.4000,7.1000,7.4000,6.2000,,5.5900,0.4360,,,,,,,,,,,,,,,,,,,,573.0000,,,,,,,,,,,,,,,,5.5000,,,,,,,,,
496,1016A52,목현천,경기도 광주시 회덕동(회덕교),한강유역환경청,2019,01,2회차,,127.00,14.00,42.00,37.00,25.00,26.00,2019.01.29,0.8100,0.1700,1.3000,8.2000,12.2000,1.8000,2.5000,1.2000,,6.7230,0.2260,,,,,,,,,,,,,,,,,,,,294.0000,,,,,,,,,,,,,,,,2.1000,,,,,,,,,
497,1016A72,무갑천,경기도 광주시 초월읍 무갑리(무갑교),한강유역환경청,2019,01,1회차,,127.00,18.00,46.00,37.00,25.00,28.00,2019.01.25,1.6800,0.0410,2.7000,8.1000,11.3000,1.0000,1.7000,0.6000,,3.1570,0.0560,,,,,,,,,,,,,,,,,,,,151.0000,,,,,,,,,,,,,,,,1.5000,,,,,,,,,
498,1001A30,조양강,강원도 정선군 북평면 남평리 남평대교,한강물환경연구소,2019,01,3회차,,128.00,39.00,19.00,37.00,26.00,11.00,2019.01.15,,3.0000,0.6000,8.3000,13.7000,0.3000,1.9000,0.9000,45.0000,3.4140,0.0060,,,,,,,,,,,,,1.3000,,,,,,,219.0000,,,3.3850,0.0030,22.0000,0.0000,3.4050,0.0040,,,,,,,,0.9000,,,,,,,,,
499,1001A30,조양강,강원도 정선군 북평면 남평리 남평대교,한강물환경연구소,2019,01,4회차,,128.00,39.00,19.00,37.00,26.00,11.00,2019.01.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,1001A40,오대천2,강원도 정선군 북평면 나전리 나전교,한강물환경연구소,2019,01,2회차,,128.00,39.00,6.00,37.00,26.00,16.00,2019.01.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,1001A40,오대천2,강원도 정선군 북평면 나전리 나전교,한강물환경연구소,2019,01,3회차,,128.00,39.00,6.00,37.00,26.00,16.00,2019.01.15,,,0.1000,8.3000,13.8000,0.3000,1.7000,0.2000,11.0000,5.4580,0.0100,,,,,,,,,,,,,1.4000,,,,,,,212.0000,,,4.9080,0.0040,7.0000,0.0050,5.3640,0.0080,,,,,,,,0.8000,,,,,,,,,
502,1001A40,오대천2,강원도 정선군 북평면 나전리 나전교,한강물환경연구소,2019,01,4회차,,128.00,39.00,6.00,37.00,26.00,16.00,2019.01.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,1001A40,오대천2,강원도 정선군 북평면 나전리 나전교,한강물환경연구소,2019,01,5회차,,128.00,39.00,6.00,37.00,26.00,16.00,2019.01.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,1002A20,주천강2,강원도 영월군 한반도면 신천리 신천교,한강물환경연구소,2019,01,3회차,,128.00,20.00,2.00,37.00,13.00,37.00,2019.01.15,,,2.1000,8.0000,13.1000,0.4000,1.9000,1.3000,5.0000,5.2280,0.0120,,,,,,,,,,,,,0.4000,,,,,,,245.0000,,,5.1020,0.0040,1.0000,0.0050,5.1440,0.0100,,,,,,,,0.9000,,,,,,,,,
505,1002A20,주천강2,강원도 영월군 한반도면 신천리 신천교,한강물환경연구소,2019,01,4회차,,128.00,20.00,2.00,37.00,13.00,37.00,2019.01.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,1002A55,평창강3-1,강원도 영월군 영월읍 하송리 팔괴교,한강물환경연구소,2019,01,1회차,,128.00,27.00,27.00,37.00,10.00,7.00,2019.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,1003A75,충주,충청북도 충주시 종민동 (충원교) 충원교,한강물환경연구소,2019,01,2회차,,127.00,58.00,55.00,37.00,0.00,33.00,2019.01.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,1003A75,충주,충청북도 충주시 종민동 (충원교) 충원교,한강물환경연구소,2019,01,5회차,,127.00,58.00,55.00,37.00,0.00,33.00,2019.01.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,1004A70,달천5,충청북도 충주시 가금면 창동리 탄금교,한강물환경연구소,2019,01,1회차,,127.00,53.00,33.00,36.00,59.00,8.00,2019.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,1004A70,달천5,충청북도 충주시 가금면 창동리 탄금교,한강물환경연구소,2019,01,2회차,,127.00,53.00,33.00,36.00,59.00,8.00,2019.01.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,1004A70,달천5,충청북도 충주시 가금면 창동리 탄금교,한강물환경연구소,2019,01,5회차,,127.00,53.00,33.00,36.00,59.00,8.00,2019.01.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,1005A60,원주,강원도 원주시 부론면 법천리 남한강대교,한강물환경연구소,2019,01,1회차,,127.00,44.00,51.00,37.00,12.00,7.00,2019.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,1005A60,원주,강원도 원주시 부론면 법천리 남한강대교,한강물환경연구소,2019,01,4회차,,127.00,44.00,51.00,37.00,12.00,7.00,2019.01.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,1006A45,섬강2,강원도 원주시 호저면 옥산리 옥산교,한강물환경연구소,2019,01,1회차,,127.00,55.00,26.00,37.00,25.00,34.00,2019.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,1006A45,섬강2,강원도 원주시 호저면 옥산리 옥산교,한강물환경연구소,2019,01,2회차,,127.00,55.00,26.00,37.00,25.00,34.00,2019.01.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,1006A45,섬강2,강원도 원주시 호저면 옥산리 옥산교,한강물환경연구소,2019,01,3회차,,127.00,55.00,26.00,37.00,25.00,34.00,2019.01.16,,2.1070,0.7000,7.8000,13.9000,0.7000,2.8000,0.5000,20.0000,3.4730,0.0110,,,,,,,,,,,,,1.0000,,,,,,,232.0000,,,3.1120,0.2820,5.0000,0.0010,3.4610,0.0070,,,,,,,,1.5000,,,,,,,,,
517,1006A80,섬강4-1,"경기도 여주시 강천면 섬강로 287(강천리 산8-2, 섬강교) 섬강교",한강물환경연구소,2019,01,2회차,,127.00,45.00,0.00,37.00,14.00,21.00,2019.01.07,,,0.0000,7.3000,16.5000,0.7000,4.4000,0.7000,360.0000,7.0290,0.0330,,,,,,,,,,,,,1.5000,,,,,,,363.0000,,,3.7660,3.0820,55.0000,0.0080,7.0020,0.0240,,,,,,,,2.5000,,,,,,,,,
518,1006A80,섬강4-1,"경기도 여주시 강천면 섬강로 287(강천리 산8-2, 섬강교) 섬강교",한강물환경연구소,2019,01,3회차,,127.00,45.00,0.00,37.00,14.00,21.00,2019.01.16,,,0.7000,7.7000,13.3000,1.9000,5.0000,1.9000,630.0000,7.3440,0.0440,,,,,,0.0000,,,,,,,2.9000,,,,,,,359.0000,,,3.7180,3.0060,63.0000,0.0090,7.3160,0.0240,,,,,,,,2.7000,,,,,,,,,
519,1006A80,섬강4-1,"경기도 여주시 강천면 섬강로 287(강천리 산8-2, 섬강교) 섬강교",한강물환경연구소,2019,01,4회차,,127.00,45.00,0.00,37.00,14.00,21.00,2019.01.21,,,1.0000,7.5000,12.5000,1.0000,4.9000,1.5000,160.0000,8.1840,0.0300,,,,,,,,,,,,,3.3000,,,,,,,365.0000,,,3.7720,3.2920,21.0000,0.0060,8.1060,0.0180,,,,,,,,2.7000,,,,,,,,,
520,1007A15,청미천3,경기도 여주시 점동면 점동로 574-3(삼합리 689-8 삼합교) 삼합교,한강물환경연구소,2019,01,1회차,,127.00,43.00,15.00,37.00,11.00,58.00,2019.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,1007A15,청미천3,경기도 여주시 점동면 점동로 574-3(삼합리 689-8 삼합교) 삼합교,한강물환경연구소,2019,01,4회차,,127.00,43.00,15.00,37.00,11.00,58.00,2019.01.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,1007A44,양화천2,경기도 여주군 능서면 내양리 흥서교,한강물환경연구소,2019,01,3회차,,127.00,34.00,19.00,37.00,20.00,42.00,2019.01.16,,,1.4000,7.5000,13.9000,1.3000,3.8000,2.2000,380.0000,7.2420,0.0960,,,,,,,,,,,,,1.7000,,,,,,,399.0000,,,5.8080,0.4030,70.0000,0.0610,7.1400,0.0660,,,,,,,,2.0000,,,,,,,,,
523,1007A44,양화천2,경기도 여주군 능서면 내양리 흥서교,한강물환경연구소,2019,01,4회차,,127.00,34.00,19.00,37.00,20.00,42.00,2019.01.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,1007A44,양화천2,경기도 여주군 능서면 내양리 흥서교,한강물환경연구소,2019,01,5회차,,127.00,34.00,19.00,37.00,20.00,42.00,2019.01.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,1007A70,흑천2,경기도 양평군 개군면 공세리 흑천교,한강물환경연구소,2019,01,1회차,,127.00,31.00,48.00,37.00,27.00,48.00,2019.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,1007A70,흑천2,경기도 양평군 개군면 공세리 흑천교,한강물환경연구소,2019,01,3회차,,127.00,31.00,48.00,37.00,27.00,48.00,2019.01.16,,,0.7000,8.1000,13.7000,0.5000,2.3000,1.4000,7.0000,3.3280,0.0150,,,,,,,,,,,,,0.7000,,,,,,,165.0000,,,3.1640,0.0400,5.0000,0.0060,3.3200,0.0110,,,,,,,,0.9000,,,,,,,,,
527,1007A70,흑천2,경기도 양평군 개군면 공세리 흑천교,한강물환경연구소,2019,01,4회차,,127.00,31.00,48.00,37.00,27.00,48.00,2019.01.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,1025A03,팔당,경기 남양주시 와부읍 팔당리(팔당대교) 팔당대교,한강물환경연구소,2019,01,1회차,,127.00,14.00,35.00,37.00,32.00,30.00,2019.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,1025A51,왕숙천4,경기도 구리시 토평동 한강합류전 구리하수처리장하류,한강물환경연구소,2019,01,3회차,,127.00,9.00,57.00,37.00,35.00,9.00,2019.01.17,,4.2570,7.6000,6.8000,9.9000,2.3000,6.3000,2.1000,5600.0000,11.7000,0.1450,,,,,,,,,,,,,1.6000,,,,,,,555.0000,,,5.4160,4.2470,800.0000,0.0790,11.6650,0.1100,,,,,,,,3.7000,,,,,,,,,
530,1025A51,왕숙천4,경기도 구리시 토평동 한강합류전 구리하수처리장하류,한강물환경연구소,2019,01,4회차,,127.00,9.00,57.00,37.00,35.00,9.00,2019.01.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,1025A69,구의,서울특별시 강동구 천호동 광진교,한강물환경연구소,2019,01,4회차,,127.00,6.00,57.00,37.00,32.00,24.00,2019.01.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,1015B40,팔당댐4,경기도 양평군 양서면 양수리 한강물환경연구소앞,한강물환경연구소,2019,01,11,0.5,127.00,18.00,39.00,37.00,32.00,28.00,2019.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,2403A10,냉천,경상북도 포항시 남구 청림동 냉천교,경상북도 보건환경연구원,2019,01,1회차,,129.00,24.00,6.00,35.00,59.00,37.00,2019.01.07,,,5.3000,8.1000,16.8000,0.6000,1.7000,4.2000,280.0000,3.1260,0.0250,,,,,,,,,,,,,3.3000,,,,,,,490.0000,,,2.9860,0.0000,11.0000,0.0200,2.9930,0.0220,,,,,,,,0.3000,,,,,,,,,
533,2101A70,칠성천,경상북도 포항시남구 연일읍 오천리 남천교,경상북도 보건환경연구원,2019,01,1회차,,129.00,21.00,31.00,35.00,59.00,18.00,2019.01.07,,,3.9000,8.2000,16.8000,2.2000,5.9000,8.6000,5400.0000,4.0290,0.0430,,,,,,,,,,,,,5.2000,,,,,,,1637.0000,,,2.9680,0.4540,14.0000,0.0230,3.8850,0.0320,,,,,,,,3.2000,,,,,,,,,
534,2004A20,영주서천,경상북도 영주시 문수면 월호리 월호교,경상북도 보건환경연구원,2019,01,1회차,,128.00,37.00,23.00,36.00,45.00,37.00,2019.01.16,,,4.7000,7.7000,16.4000,1.2000,4.0000,1.4000,3500.0000,6.5100,0.0530,,,,,,,,,,,,,0.9000,,,,,,,551.0000,,,4.2630,1.9680,1700.0000,0.0070,6.3090,0.0410,,,,,,,,1.5000,,,,,,,,,
535,2004A30,영주서천2,경상북도 영주시 문수면 탄산리 승평교,경상북도 보건환경연구원,2019,01,1회차,,128.00,37.00,51.00,36.00,44.00,24.00,2019.01.16,,,5.6000,7.5000,13.4000,1.1000,4.0000,2.3000,2200.0000,6.7540,0.0570,,,,,,,,,,,,,0.8000,,,,,,,612.0000,,,4.8350,1.1800,700.0000,0.0160,6.5310,0.0410,,,,,,,,1.7000,,,,,,,,,
536,2008A05,군위남천,경상북도 군위군 효령면 불로리 남강대교,경상북도 보건환경연구원,2019,01,1회차,,128.00,34.00,19.00,36.00,9.00,50.00,2019.01.08,,,2.3000,8.2000,19.8000,0.9000,2.1000,0.9000,1100.0000,5.0990,0.0100,,,,,,,,,,,,,0.6000,,,,,,,188.0000,,,4.6460,0.0680,2.0000,0.0040,4.8340,0.0080,,,,,,,,0.9000,,,,,,,,,
537,1018A16,탄천4,경기도 성남시 수정구 복정동 대왕교,한강물환경연구소,2019,01,3회차,,127.00,7.00,30.00,37.00,27.00,52.00,2019.01.17,,5.7300,10.6000,7.6000,11.6000,1.5000,7.7000,3.3000,680.0000,13.1550,0.0850,,,,,,,,,,,,,2.0000,,,,,,,560.0000,,,3.9180,6.1940,410.0000,0.0060,12.3250,0.0350,,,,,,,,4.7000,,,,,,,,,
538,1018A16,탄천4,경기도 성남시 수정구 복정동 대왕교,한강물환경연구소,2019,01,4회차,,127.00,7.00,30.00,37.00,27.00,52.00,2019.01.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,1018A16,탄천4,경기도 성남시 수정구 복정동 대왕교,한강물환경연구소,2019,01,5회차,,127.00,7.00,30.00,37.00,27.00,52.00,2019.01.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,1018A52,노량진,서울특별시 용산구 이촌동 한강대교,한강물환경연구소,2019,01,1회차,,126.00,57.00,39.00,37.00,30.00,54.00,2019.01.02,,,1.1000,8.2000,14.5000,1.5000,4.2000,2.0000,690.0000,5.6250,0.0360,,,,,,,,,,,,,4.8000,,,,,,,306.0000,,,4.2280,1.1260,350.0000,0.0030,5.6070,0.0180,,,,,,,,2.4000,,,,,,,,,
541,1018A52,노량진,서울특별시 용산구 이촌동 한강대교,한강물환경연구소,2019,01,2회차,,126.00,57.00,39.00,37.00,30.00,54.00,2019.01.07,,,2.7000,7.9000,13.0000,1.5000,4.4000,3.3000,660.0000,5.8740,0.0420,,,,,,,,,,,,,6.2000,,,,,,,314.0000,,,4.2480,1.4750,420.0000,0.0040,5.8530,0.0210,,,,,,,,2.6000,,,,,,,,,
542,1018A52,노량진,서울특별시 용산구 이촌동 한강대교,한강물환경연구소,2019,01,3회차,,126.00,57.00,39.00,37.00,30.00,54.00,2019.01.17,,179.3110,3.4000,7.2000,12.8000,1.9000,4.9000,2.3000,760.0000,6.8350,0.0500,,,,,,0.0000,,,,,,,11.7000,,,,,,,337.0000,,,4.4880,1.4160,600.0000,0.0010,6.8200,0.0250,,,,,,,,2.8000,,,,,,,,,
543,1018A52,노량진,서울특별시 용산구 이촌동 한강대교,한강물환경연구소,2019,01,4회차,,126.00,57.00,39.00,37.00,30.00,54.00,2019.01.21,,,2.6000,8.1000,13.8000,1.6000,4.7000,4.6000,690.0000,6.0630,0.0360,,,,,,,,,,,,,13.3000,,,,,,,328.0000,,,4.0460,1.0300,350.0000,0.0020,5.9220,0.0120,,,,,,,,2.5000,,,,,,,,,
544,1015A40,대성리,경기도 가평군 청평면 유원지,한강물환경연구소,2019,01,1회차,,127.00,22.00,56.00,37.00,40.00,41.00,2019.01.21,,,2.5000,6.7000,13.3000,0.8000,3.0000,2.3000,350.0000,1.6360,0.0080,,,,,,,,,,,,,6.3000,,,,,,,114.0000,,,1.5510,0.0380,2.0000,0.0000,1.6170,0.0050,,,,,,,,1.6000,,,,,,,,,
545,1015A60,삼봉리,경기도 남양주시 조안면 삼봉리,한강물환경연구소,2019,01,1회차,,127.00,20.00,29.00,37.00,35.00,39.00,2019.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,1015A60,삼봉리,경기도 남양주시 조안면 삼봉리,한강물환경연구소,2019,01,2회차,,127.00,20.00,29.00,37.00,35.00,39.00,2019.01.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,1015A60,삼봉리,경기도 남양주시 조안면 삼봉리,한강물환경연구소,2019,01,3회차,,127.00,20.00,29.00,37.00,35.00,39.00,2019.01.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,1015A60,삼봉리,경기도 남양주시 조안면 삼봉리,한강물환경연구소,2019,01,4회차,,127.00,20.00,29.00,37.00,35.00,39.00,2019.01.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,1007A75,강상,경기도 양평군 강상면 교평리 양평교,한강물환경연구소,2019,01,2회차,,127.00,29.00,26.00,37.00,29.00,7.00,2019.01.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,1007A75,강상,경기도 양평군 강상면 교평리 양평교,한강물환경연구소,2019,01,4회차,,127.00,29.00,26.00,37.00,29.00,7.00,2019.01.21,,,4.0000,7.4000,13.4000,0.8000,2.9000,1.7000,22.0000,3.7760,0.0180,,,,,,0.0000,,,,,,,2.2000,,,,,,,279.0000,,,2.5140,0.1520,12.0000,0.0040,3.7380,0.0080,,,,,,,,1.6000,,,,,,,,,
551,1007A20,강천,경기도 여주군 여주읍 단현리 강천보 상류 400m,한강물환경연구소,2019,01,1회차,,127.00,41.00,13.00,37.00,16.00,21.00,2019.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,1007A27,대신,경기도 여주군 대신면 천남리 여주보 상류 500m,한강물환경연구소,2019,01,1회차,,127.00,36.00,48.00,37.00,19.00,21.00,2019.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,1007A27,대신,경기도 여주군 대신면 천남리 여주보 상류 500m,한강물환경연구소,2019,01,3회차,,127.00,36.00,48.00,37.00,19.00,21.00,2019.01.14,,,4.3000,8.5000,13.5000,0.8000,3.1000,1.9000,260.0000,2.7280,0.0180,,,,,,0.0000,,,,,,,3.1000,,,,,,,237.0000,,,2.6380,0.0640,46.0000,0.0030,2.7110,0.0110,,,,,,,,1.7000,,,,,,,,,
554,1007A27,대신,경기도 여주군 대신면 천남리 여주보 상류 500m,한강물환경연구소,2019,01,4회차,,127.00,36.00,48.00,37.00,19.00,21.00,2019.01.21,,,3.5000,8.2000,13.8000,0.7000,2.9000,2.5000,385.0000,3.0600,0.0210,,,,,,,,,,,,,2.6000,,,,,,,257.0000,,,2.6590,0.1030,44.0000,0.0080,3.0560,0.0130,,,,,,,,1.6000,,,,,,,,,
555,1007A27,대신,경기도 여주군 대신면 천남리 여주보 상류 500m,한강물환경연구소,2019,01,5회차,,127.00,36.00,48.00,37.00,19.00,21.00,2019.01.28,,,4.4000,8.1000,13.6000,0.9000,3.1000,2.0000,76.0000,2.9420,0.0190,,,,,,,,,,,,,3.1000,,,,,,,266.0000,,,2.6820,0.0810,28.0000,0.0050,2.7700,0.0110,,,,,,,,1.7000,,,,,,,,,
556,1007A60,이포,"경기도 여주군 대신면 천서리 이포대교, 이포보 상류 300m",한강물환경연구소,2019,01,2회차,,127.00,32.00,29.00,37.00,23.00,53.00,2019.01.07,,115.1700,3.6000,8.1000,14.0000,1.0000,2.9000,1.9000,460.0000,3.2610,0.0270,,,,,,,,,,,,,2.6000,,,,,,,326.0000,,,2.7840,0.2390,210.0000,0.0130,3.1940,0.0170,,,,,,,,1.8000,,,,,,,,,
557,1007A60,이포,"경기도 여주군 대신면 천서리 이포대교, 이포보 상류 300m",한강물환경연구소,2019,01,3회차,,127.00,32.00,29.00,37.00,23.00,53.00,2019.01.14,,107.2700,4.8000,8.8000,13.2000,1.0000,3.2000,2.8000,620.0000,3.4010,0.0310,,,,,,,,,,,,,3.7000,,,,,,,305.0000,,,2.9460,0.2740,360.0000,0.0110,3.3690,0.0180,,,,,,,,1.8000,,,,,,,,,
558,2201B20,대암댐1,울산광역시 울주군 언양읍 구수리 댐앞,한국수자원공사,2019,03,13,7.0,129.00,11.00,1.00,35.00,32.00,27.00,2019.03.04,,,5.9000,8.3000,9.9000,1.0000,4.5000,4.4000,21.0000,3.0460,0.0170,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,,,,11.8000,,,,,0.0000,,436.0000,0.0000,0.0000,2.4000,0.0380,0.0000,0.0020,2.8380,0.0100,,,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,,0.0000,0.0010,,0.0000,,,,
559,2201B10,대암댐2,울산광역시 울주군 언양읍 구수리,한국수자원공사,2019,03,11,3.0,129.00,10.00,51.00,35.00,32.00,3.00,2019.03.04,47.5400,,8.4000,8.3000,12.3000,1.1000,5.4000,5.2000,16.0000,3.1800,0.0340,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,,,0.8000,18.3000,,,,,0.0000,,455.0000,0.0000,0.0000,2.6000,0.0510,2.0000,0.0000,2.9720,0.0250,,,0.0000,0.0000,0.0000,0.0000,0.0000,3.6000,,0.0000,0.0000,,0.0000,,,,
560,2201B10,대암댐2,울산광역시 울주군 언양읍 구수리,한국수자원공사,2019,03,13,4.0,129.00,10.00,51.00,35.00,32.00,3.00,2019.03.04,,,7.1000,8.4000,11.2000,1.1000,5.1000,8.8000,35.0000,3.2380,0.0290,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,,,,19.4000,,,,,0.0000,,456.0000,0.0000,0.0000,2.9000,0.0420,0.0000,0.0040,3.0320,0.0200,,,0.0000,0.0000,0.0000,0.0000,0.0000,3.4000,,0.0000,0.0010,,0.0000,,,,
561,2201B10,대암댐2,울산광역시 울주군 언양읍 구수리,한국수자원공사,2019,03,15,7.0,129.00,10.00,51.00,35.00,32.00,3.00,2019.03.04,,,6.2000,8.2000,9.4000,0.9000,4.7000,3.2000,2.0000,3.1530,0.0390,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,,,,14.4000,,,,,0.0000,,440.0000,0.0000,0.0000,2.4000,0.0580,3.0000,0.0050,2.9480,0.0290,,,0.0000,0.0000,0.0000,0.0000,0.0000,3.1000,,0.0000,0.0010,,0.0000,,,,
562,2201B40,사연댐1,울산광역시 울주군 범서면 사연리 댐앞,한국수자원공사,2019,03,11,4.0,129.00,11.00,41.00,35.00,34.00,50.00,2019.03.04,47.1900,,7.6000,7.9000,12.3000,0.8000,5.3000,3.6000,10.0000,1.1210,0.0170,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,,,1.5000,3.7000,,,,,0.0000,,124.0000,0.0000,0.0000,0.5000,0.1130,2.0000,0.0000,0.9140,0.0120,,,0.0000,0.0000,0.0000,0.0000,0.0000,3.5000,,0.0000,0.0000,,0.0000,,,,
563,2201B40,사연댐1,울산광역시 울주군 범서면 사연리 댐앞,한국수자원공사,2019,03,13,10.0,129.00,11.00,41.00,35.00,34.00,50.00,2019.03.04,,,5.4000,7.8000,11.7000,0.9000,5.5000,9.6000,21.0000,1.0510,0.0140,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,,,,3.1000,,,,,0.0000,,124.0000,0.0000,0.0000,0.6000,0.1250,0.0000,0.0000,0.8420,0.0080,,,0.0000,0.0000,0.0000,0.0000,0.0000,3.6000,,0.0000,0.0000,,0.0000,,,,
564,2201B40,사연댐1,울산광역시 울주군 범서면 사연리 댐앞,한국수자원공사,2019,03,15,20.0,129.00,11.00,41.00,35.00,34.00,50.00,2019.03.04,,,5.0000,7.7000,11.2000,1.0000,5.0000,7.2000,9.0000,1.3140,0.0170,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,,,,1.7000,,,,,0.0000,,125.0000,0.0000,0.0000,0.6000,0.1310,0.0000,0.0000,1.1040,0.0110,,,0.0000,0.0000,0.0000,0.0000,0.0000,3.3000,,0.0000,0.0000,,0.0000,,,,
565,2201B30,사연댐2,울산광역시 울주군 언양읍 반연리,한국수자원공사,2019,03,11,2.0,129.00,11.00,21.00,35.00,35.00,12.00,2019.03.04,47.1900,,7.8000,8.4000,12.1000,0.8000,5.4000,12.0000,15.0000,1.0930,0.0190,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,,,1.3000,4.7000,,,,,0.0000,,125.0000,0.0000,0.0000,0.5000,0.1090,1.0000,0.0070,0.8880,0.0130,,,0.0000,0.0000,0.0000,0.0000,0.0000,3.5000,,0.0000,0.0000,,0.0000,,,,
